timestamp,sending_address,receiving_address,amount,transaction_type,location_region,ip_prefix,login_frequency,session_duration,risk_score,anomaly,age_group,purchase_pattern
1789212644,0x198328ffb489db462905261276da8b49dc15e9bc,0x2f158e7cb3fcb583cc46973e23fbcd70fb6f2b8b,90.57,purchase,Europe,999.ABC,7,39,19.83,high_risk,new,focused
1789233540,0xf38b4bfc3b53c66a16a4f2331d94678d16652ce4,0xb9e1e26ecd881ec28e41d5198be026b0c65c5de3,1183.82,scam,0,148.92,9,46,31.19,moderate_risk,established,random
1789311481,0x6d8df5d9c9378191e30840f77cac9fc83584c96f,0x6e2665a45e922fe646de7c960e50900290cad0d0,373.53,purchase,South America,111.106,7,28,87.61,moderate_risk,established,random
1789237707,0x7bd8534642a4dca1547a4d838b78014f22e446bd,0x3523a887f5b31c20e9061423f8c92abb4d2bc2dc,1607.51,refund,Oceania,117.147,3,5,87.98,low_risk,veteran,focused
1789257766,0x71356f159c0f75f1b23bdb3e97c07ed3cf1d2073,0x5bfc4b299486af0eef9ba3850e5d0740c56fe13d,1962.71,refund,Oceania,75.93,6,44,38.23,moderate_risk,veteran,high_value
1789279584,0xc5324cedaf1aef99ae54e7f9ffbd5447431ca2ea,0x2d63fcda81966e66e91376bfe6e9c05ad3b35554,603.15,phishing,Europe,90.254,5,81,46.27,moderate_risk,established,high_value
1789291929,0xe931db1026d4c2edc610dc36cd71dbb01cadc182,0x05637f888aed5ebeffcd6579f9fa15f2220ad2c4,3564.24,scam,South America,80.181,6,102,27.48,low_risk,new,focused
1789238839,0x7945b4ad4c0d7d9c99c9aebc5d942659a0b9bdcd,0x305837f12725451d50ffaae5dfb1da6c3bf13df1,1366.87,scam,South America,189.190,10,97,63.96,moderate_risk,new,focused
1789246565,0xcfc6f7b4106540afc9756a71e733c25cc01f0625,0x267ea94f3bbb02a7d38b6a24fc6e3a0c55108158,-77.81,transfer,North America,84.95,7,20,38.95,moderate_risk,established,focused
1789224444,0x0c6f127dde338dd818ed03376752db95b0298e0e,0x967c5d0413a7c07ac5cbea18f661a5f4d95d24bf,2595.63,refund,Oceania,184.141,4,58,63.0,low_risk,established,random
1789286439,0x8b39daaec5d2a6c360af258172e69656cab2cd7b,0xd37a480dda67c802268f3e1d678e75f0e14185b7,4288.92,transfer,Europe,101.240,5,19,11.91,high_risk,new,random
1789213541,0x9df0c6962c4a928dd6f02f572528bd75df9b480c,0x4a2f2d16c77e5e6561d8c36cc38c441417642c3d,1309.88,phishing,South America,160.29,4,45,44.64,moderate_risk,veteran,random
1789254932,0x471aecd490e2a8416769b44cb9d0fb43add6b308,0x6d3e7ffff03445d3588d763382b5bd12454251de,1775.04,phishing,Asia,15.14,1,80,150.0,high_risk,veteran,random
1789251175,0xdf71fb64cb267c0f0d00030a813a2c4a56566090,0x27d73a7310e01e09eb584ddea39511d3536282a9,2516.25,purchase,Asia,88.153,3,54,35.96,moderate_risk,new,high_value
